邮件长度,链接数量,关键词密度,大写字母比例,感叹号数量,特殊字符,发件人可信度,主题长度,类型
794.3215846304961,3.8026308927138865,0.02082439208965122,0.07495650388625173,1.3934168231536925,1.1771995843253948,87.88703284769326,30.295453560775613,正常邮件
1737.411536288589,7.096441694716451,0.1320226878521921,0.1950281222093206,5.479666930396657,3.074872268219572,35.421970531968576,85.0998846112904,垃圾邮件
1178.9797406316245,1.6159928051643098,0.0096637232043838,0.17625116810309932,6.5828079767114565,6.855561120963234,23.570660242697045,45.03440962835579,垃圾邮件
1401.3202324829185,10.168585091440589,0.07959575906087857,0.06214250309494762,4.781464337007144,9.68719147134399,39.87716766827235,22.159706592415006,垃圾邮件
1112.716239658564,12.268475186667205,0.1731222459274015,0.2449870497337435,1.3269990917663406,9.532417078039671,11.17963431781849,50.29236796678659,垃圾邮件
898.733304006927,3.53072294442675,0.20617052171112815,0.2571776163999959,9.875078320644748,10.999183893620492,44.210796600878815,26.61304175695991,垃圾邮件
1068.6735200828614,0.8743476795116485,0.043216666031152234,0.06401668244592887,0.31813032096730653,3.049977022358346,89.40273787566514,38.781885408190895,正常邮件
1006.1173311156193,1.0183407834073592,0.03903666800080989,0.04920893283412611,0.7288619373384128,0.7935818327872317,100.8620597222217,45.7822651032142,正常邮件
1582.4008265644948,12.365632476805917,0.16888768082215533,0.2409265456680889,5.1830352849090895,9.68982993708671,28.25350096126794,80.40437417759836,垃圾邮件
587.7352147952384,11.168184792688406,0.12049989233542606,0.1842342759553434,7.746332528992266,6.652106489386147,0.2195928732982253,7.218436272497833,垃圾邮件
1082.879724558981,10.644399309556897,0.11900624607999552,0.14581877837387408,5.133231368075175,10.661298999739339,41.27902216196636,69.84825167047877,垃圾邮件
517.2611468228293,7.224972394306146,0.08785920929491425,0.10708358976976197,7.905302341505137,8.917191321402877,9.94018979223759,58.41465541555327,垃圾邮件
1010.9696928022813,1.9464413135846306,0.025006852869379953,0.056309812446939334,0.20835398764892005,1.194865692050655,82.8271999519981,61.89484232539117,正常邮件
1224.541279606235,2.004259128569981,0.03857305075769721,0.05909985823861857,0.24562322720014568,-0.11680463092395743,104.02242706783339,4.716694849731162,正常邮件
1420.9186629624076,9.721033690413101,0.16166393377885796,0.2839321952283401,3.2909543796891763,9.90369050354958,44.970671310827235,59.772100795651724,垃圾邮件
