年收入,负债率,信用记录年限,贷款金额,还款记录,资产价值,职业稳定性,教育程度,信用等级
46.87102551652672,0.1863226011122777,9.984404145190611,28.943674101499056,91.26999430068093,376.8918014514722,7.660137096861155,15.920690501639623,A
40.3475088173105,0.17380561164308703,3.857059025382764,31.680816471997616,78.88879583502458,247.66569194274143,6.049490290293067,11.805342589747445,C
42.04226648544261,0.3073565017159766,5.143995436477798,41.89899085153708,64.24315792338732,229.2634106874695,2.997059727314277,7.688087650058559,D
25.189302028068642,0.48697198504743433,0.4332286091548534,38.573487963502494,55.20967627251661,110.46696474720079,3.796741373851123,7.528545838071962,D
16.736253124623822,0.9572466000616763,1.1788241522935259,33.32025732518933,72.93029009573944,-0.39083873815970094,3.147390482799075,9.880586447112952,E
10.105112997765726,0.6557005534249566,0.8557037491223327,42.846953555764344,61.029049108032105,97.57612111930385,1.6996214858716963,9.373593280968683,E
22.881294641105793,0.9373682903477334,0.5955175832801843,59.27259876897436,41.983994578378486,56.498513090960024,1.7014243996977514,5.502765435397249,E
50.11538156116135,0.42695788281492497,1.7711056049825138,59.359566622055496,63.10904384306796,93.1509346302884,2.25595461199293,12.581936301510034,D
53.99935291597267,0.3500095867240668,3.9277230486696864,40.647211836960984,78.79309476680373,224.03872345954923,3.9794726880608007,10.546258174567535,C
54.143326518721295,0.3647187309783215,4.956478530691853,44.19801183599468,89.67240144533103,274.51025305572483,8.54850674462141,12.641700953000687,C
57.62648556174575,0.3037863605206572,7.0151394901340325,26.397781001015275,82.17291272737518,323.86920452214616,4.0160751332802604,14.258856443475231,B
78.35155365548465,0.32016601250985116,6.807085836881445,39.973189094493364,91.74437904885735,453.5827736729936,8.699473647245497,13.222584668934893,B
46.52112221720285,0.3463948722807908,0.5010873917056342,49.37657328659412,92.16622260022275,325.37171295897906,7.165723951136158,12.32450832238951,C
31.69096770542412,0.702850781367954,-1.5448448107430552,51.729815843011934,51.85501463481498,163.5812666166369,0.774139595283307,11.75211909067703,D
48.64535800017438,0.3750201736916953,3.350642273964806,21.33229815723969,92.24319951751434,189.20181835337982,4.403393524064001,9.612646237797566,C
43.26123061294121,0.3132406650710535,4.489987916362072,36.369210094180445,80.63663465914881,296.0709685481589,4.860785368362879,13.556465277138884,C
31.94913512033905,0.6403580122700758,1.8331106148340799,42.140802251566505,70.22142532536905,204.04879863170422,4.741486367308312,10.266861290504462,D
34.88135079993339,0.5343811050193398,2.1200479103424583,55.34995046504469,73.58896607009285,194.11150001517137,4.585240905462177,13.31607186183625,D
70.50732105870134,0.22050432756921318,7.614805352114157,14.218479110090854,93.18579233700838,438.1605490307512,7.7493322514780045,15.613246696121832,A
38.002155912440635,0.5226125000732217,-1.1742636781610276,51.929340784807536,63.018110293444494,105.5076014248215,4.815095131240522,11.026151757702543,D
33.6101506345107,0.353940140181749,4.005434375031409,37.13899825484797,66.49593140943807,198.44503415206245,4.021160695576665,8.448619477753258,D
54.679261386029864,0.27287942682169664,4.160259985471763,35.652509605961846,78.58123028094496,295.2772579386768,7.412678597376155,12.217079286276958,B
134.19818424402953,0.19998067422511256,12.95169429212821,27.89293876005599,93.8272398783589,420.7390204472529,6.993199770253757,16.848659594874626,A
45.62541576316092,0.3304259955401961,-0.8244681884533867,31.521827088972174,79.6763779939542,183.7903674901952,5.933512925867269,10.405428534676117,C
80.74474036335401,0.20847676359626902,10.675090989993823,2.5780541268581842,97.13407927073632,539.3115876558608,9.661986593225476,16.872133483532345,A
27.11209124895215,0.32940372934760614,2.645296116448572,28.905529521043142,78.78131762350063,261.44768177011565,6.189939066392405,13.756346239319313,C
50.90504519555601,0.5191717037491965,1.901004163686901,45.14860368223485,59.19084708029357,83.3684386522698,3.976296135145689,7.308950874304683,D
49.509291839831974,0.3884320970944286,9.770119867416339,14.44010659988292,92.5991026981149,327.8570685217078,5.682744999281766,14.298557435261989,B
65.95223738016854,0.09751122136315073,10.461950521992835,16.599330686956087,98.31198231707651,476.0117297961911,6.930567649514042,16.810459234601524,A
80.48701691247518,0.10446787786169445,12.041430965698119,14.357865707805654,93.63336047341825,536.7557333657712,5.736814221374056,13.65843645707253,A
20.71722655229849,0.46194688860154826,1.8952046239478264,31.298877169582,68.7548012203214,51.96090246719322,0.23391366469000108,8.98691790545847,D
52.588529191315246,0.04230537608299503,4.337656733166213,12.457981974694388,96.22797665360264,568.4280212568565,10.403667101769079,14.157635274863935,A
21.50951675494848,0.7387323528866987,1.785916208843885,27.118202491456827,45.46871530960853,29.439105811075372,1.2036792982179363,9.849339658783904,E
70.71263938786963,0.22379441250629514,6.5471567542984275,54.288261184336484,93.24121414659652,208.22098663063775,6.540921027691863,11.72342153808151,B
24.930325260790642,0.48586669534446836,1.9290317596320194,90.48288655988134,69.4916957399297,131.91908481460916,2.772297945735922,10.427365838666946,D
75.13217697182418,0.2190213827729134,6.808836893147118,44.14088335100722,95.42656773887205,284.12088031924435,5.528595260389263,14.64268770746218,B
42.60691081461836,0.44912060050991637,1.5815132261756637,39.919135760927226,71.00623928702879,199.58356977649433,5.620434092269672,7.445840156238226,D
18.592774320565816,0.5608699403905796,0.4623939512467552,63.2626109919204,49.10126209031172,100.24628760460561,1.5500073470890698,9.128937322951815,E
51.25866077177258,0.28314176235374516,7.5132833468639575,48.95424815070487,85.6044103450749,225.59997276196458,6.877301309802116,12.111695053509257,B
56.99782772347554,0.10553259363189407,11.804111754992467,2.1418549324388323,92.2194047450497,590.2748441676132,7.14203003490754,16.370598395489285,A
92.29574653746232,0.18369776142693367,5.005490746204461,17.520523781184625,94.65275448454037,658.5264597540381,5.599822031599119,16.68640700755003,A
28.75599792703018,0.9517305381924195,0.38217996864880166,84.6104367165767,63.58992968914309,135.67112557537158,3.129615704083321,9.628061878140006,E
19.88209754826058,0.5452922509952138,1.7272297251394961,0.02074126418144573,68.02715778344188,49.941685519217046,1.4454885665871062,4.377586858446937,E
115.57012912488528,0.1746780363271412,10.868670712634389,29.747723114135702,96.9708194491695,522.7843361144239,6.726703279673747,13.478236038095698,A
41.32356673970497,0.4627491367223433,3.508314686936481,86.76791137104618,71.57196842400612,178.217176866077,1.7076611454164983,15.866904189159397,D
81.42393802209772,0.2012143250391471,5.817293597075537,35.00139173652455,89.10055316995003,432.6481658765554,7.985511576833353,18.274121749358756,B
16.5656678408782,0.39389699226567537,0.9504652028549178,63.468728353855695,49.56711466621807,112.52763280209246,1.735210737911157,13.308399763766221,E
92.09360494272624,0.16000731507851684,4.717564465058102,32.64332894580187,90.76002293533477,408.95663591017114,4.324375356117028,14.083703674181503,B
81.36486018146942,0.28493063428130194,10.157693385085372,18.050137401932318,89.58474614432205,258.82314881198727,5.163969067991507,13.007293966657205,B
60.047342586493485,0.12498229851611817,8.814346403984924,18.4238285057927,95.60422965401676,288.258662836549,3.99450534926367,14.47813479397677,B
50.04827647173629,0.20016575845319812,6.675813950920835,34.35608999810361,84.27295013517585,348.02052966208953,6.021827034341773,14.302887115460235,B
73.04039114613438,0.1489874273852625,11.562486093703491,16.32909098016913,95.23697080455739,381.837222406271,5.1827258719951566,15.66845527565926,A
25.065236512842134,0.36535856459931365,-0.11436469022373386,51.18646626301009,81.63948072449446,180.83870198446203,2.4583575000109588,8.513790569863467,D
61.79369717556086,0.2795577592178926,9.355029675086312,39.2037571762415,91.45386025290252,187.81254210832816,5.298889803333141,13.142219493972968,B
56.107499531449534,0.19127899592943642,5.436120118599851,32.893452597061305,85.99485612312567,246.87323429596194,7.0771334890208095,12.6459017905277,B
112.24006118901156,0.15285382966524605,7.007084297611606,13.682133476465118,97.9688956965878,536.4029175094169,9.019522165718431,18.712624434723693,A
45.8741122674906,0.7040892947044538,1.6865776159497274,59.77557945541772,83.11943783926328,160.5880152792256,1.977108482056444,9.340718119689255,D
60.304856244841076,0.23896750995199473,10.042988248766902,48.11536958240572,84.57407381900514,282.9478436902559,5.715956764074282,14.698359362136866,B
9.644318932802376,0.753344364959029,1.3086888774993004,42.48098310291759,66.32580788277049,130.95290743958392,3.137403648126468,7.424245444841404,E
44.675754755830255,0.2976738785868321,3.3311806204770518,49.55727499191487,76.22308854394107,287.36007561006,5.93870289140252,12.663026253928997,C
32.645127052941085,0.5119596893477727,2.8740818205919214,51.95486179765701,79.66676780801609,80.2017670082714,1.8635664025505,10.423363913127888,D
35.817617230617294,0.3156997764604745,11.300703011949292,42.19417380055453,76.04020488608226,326.37490208317223,5.110023987734548,13.955733112698931,C
23.414258430778716,1.1556523475059692,1.6640459732857877,54.406870757984876,47.89685507353304,108.97838926270693,1.4907427782060265,10.758785946325634,E
42.13727370944995,0.17871072250159806,11.0513329499251,17.546696760900094,93.76129391347966,531.8484727254022,9.783782876209703,13.946782721591074,A
26.654017855639985,0.6209330225117905,0.22028065320521129,27.119421437995477,16.593133390442134,92.56315473444894,1.3828480508188141,8.387199892080112,E
88.67453750810178,0.09124723793908757,12.611070833867169,24.052954606784986,96.11143804563072,442.8649493253008,7.469098675103669,14.36516591965794,A
52.97196643109038,0.3582862855343946,3.8094850307860595,42.005400227130764,86.96712605176764,283.19827667264065,5.275060963659892,11.764209472064117,C
29.723065684375957,0.3860815794734073,4.975336929590314,-1.8435169714467747,92.53364797632368,272.34421285820554,7.93347246492627,15.055094831211703,C
34.07233366574525,0.4719171100446802,1.2418293698211311,32.726528214650926,61.962637488992286,57.56460001979208,3.3161713865391422,8.402621374691462,D
63.488318138391314,0.2839831275628199,7.241936113522941,48.04216524422731,80.05581739413401,344.9458946980252,7.901182444277587,13.744433475378825,B
18.344660071360174,0.7849997825987904,0.6044175683726857,48.928370313143816,63.316226356747435,60.77634676072856,2.482855054643334,7.943504844595157,E
100.18806066043301,0.2136923701455425,8.38266155221375,34.865670696856206,93.51974222645991,673.9827245230848,6.916346509780541,17.622651637969604,A
23.317136979058272,0.6639974850462567,0.6899174945245308,57.39266452905411,75.3601712486975,2.7447052235409046,0.327592494476892,9.947370895080024,E
41.73977446635756,0.7204993295039934,0.9356256225311244,65.4950293434917,81.94332209419436,266.70093018416844,0.6743954046986262,8.12774401141199,D
40.24670479141395,0.6169324056557312,3.3196562060387373,43.090296093045374,77.28942064461347,166.06183455833238,7.567443681338264,7.683705473652656,D
65.77679491397095,0.2190027763317907,9.493359038041127,-4.6110697489626595,92.80933528340884,391.0678456783562,8.358076509286818,18.860874334398368,A
23.83134799144043,0.6681907107589918,1.4369502336526898,23.096901162122784,79.00508932751774,78.35678205218228,0.32583979296548127,7.086492559075037,E
44.734679988276284,0.26108049460992294,5.471024941655814,34.01685065872658,88.48115647459011,376.1453449274757,9.081891706452494,15.110743005351097,B
77.13402157199084,0.16187794906688496,9.271248794766194,34.3223608922407,93.43535066108463,398.5815669250692,7.130908053714309,17.86150388269324,B
15.56722271153211,0.7409482395968464,1.0888100776211511,84.15634934721233,35.96997317035438,111.49909109159387,4.083608132322824,10.19576065950808,E
39.71795288092691,0.4575184938275105,4.033335495039629,42.461927529650346,91.8088012085075,40.39003382256412,3.688670589357896,10.484367987308477,D
17.052675233649094,0.456412036399091,2.8261124225130807,48.588382281986036,73.02211508795041,135.02588566916853,5.151117096763312,11.246819760548062,D
47.78118911352598,0.6347202223744065,2.7910764527184204,63.446423993488736,74.49426972514897,133.55297884665842,2.4909860206565404,10.90725674385555,D
94.8838788341937,0.26291677339005526,7.410549654915647,12.323838338920634,96.85500790576528,461.1569932157962,5.13638488953347,19.69680880456635,A
27.216661606142992,0.5647650752143865,5.614952151388246,56.19333363207288,78.55022617546635,104.62163757008287,1.4261071789589828,7.11196053497647,D
51.99987889067205,0.3275918531674551,1.2688036933343487,19.908918330457784,83.14335831854835,202.16891246598595,6.669896362805584,13.300193295386144,C
28.51408029713144,0.7700039728780431,1.0182023169245982,44.18594016471771,56.527937430068974,253.12177208699097,6.9237808766514135,6.921230971212591,D
58.3677324558552,0.14616944115183078,5.714039877038384,40.1003775964569,81.80965429526294,330.36769699124727,3.6076765262172588,11.36366299467736,C
55.48549766036624,0.14724489688715475,4.457736340176938,44.49554440318996,72.77118760476587,196.87767879576964,7.048819104136688,9.6458698350097,C
50.808472003630854,0.32053952995453044,5.462615070698628,42.56426098504189,61.95106877619669,249.4594896562218,6.264758418450993,12.151048176394642,C
79.96719372926161,0.18814273443695143,11.97378930556674,11.441450398401305,93.91275941203257,364.42773840789414,7.713143862022051,17.794079410867294,A
71.9643742549201,0.20664711359670737,9.83849697650768,31.38949352584846,92.86158059718515,615.0075082014731,6.60571493979449,15.823826706647775,A
49.26023028186013,0.34289398683121863,9.5401278299097,21.11929431722687,85.0821859635398,203.24332527125438,3.8921530982941333,13.145972858378304,B
51.53668382316137,0.3230378247429867,8.855086779758649,30.536419877629463,69.53740619374929,211.8576679074256,5.455245584965075,12.700327567067493,C
47.41595847217797,0.5721038395559576,7.7025782330759744,76.7222347790318,67.1635156932771,113.2415717125898,8.823457266940032,6.889588176776751,D
62.60604569159536,0.3089670851492171,8.010601529730273,17.09905263114721,87.85009922856263,269.9492210618481,8.033293092075676,11.379552457585735,B
16.191476112074717,0.8907122449055396,1.7833006457474991,128.4075965329995,53.1716295007818,99.93204848815645,1.843477892951485,9.978625122518906,E
29.05591030274319,0.6376434669114038,5.150303371636895,33.733487001289426,75.71772404403268,72.57015244156912,1.4500977331991707,15.04980303955339,C
28.192154971696336,0.8024841372838496,2.818397508098075,44.91719133131518,56.814338162715416,122.32337101182247,2.2584023422937123,13.981343520221042,D
65.03814260130535,0.23133091192868463,7.904112630459146,26.98107011223399,93.57553290662592,538.0677340851389,9.256026779832007,13.568387122678885,A
11.793505207611819,0.6565235553804984,2.156787283909632,56.353589431807656,42.96211972293431,128.45639396360374,4.391579007557541,9.579326374490488,E
22.612794909575108,0.5568187869244623,0.738654568202111,73.18311789292143,56.85858136723534,96.44571884243686,1.4087120792016719,7.422510589967391,E
49.939620621536406,0.4314704505042759,10.231584732251095,39.96489955671624,96.39658825472296,404.1099902620445,5.35704501787018,16.677744080327113,B
103.90403344019724,0.12954259548487104,13.927632113459977,22.9381262224194,91.9469404816328,443.9230993770142,7.523850443988145,14.335618780209305,A
56.117292620100294,0.05959853588522135,7.086479498285875,12.834185875462222,89.25603729962863,374.7124491998821,4.182840062028242,11.025638490533742,B
25.402917808050365,0.36856734042368344,1.8335231855728975,57.863787226692835,69.18219147089731,147.92955711146016,0.3707531389700467,6.405750029158337,E
10.75039241087862,0.4702905903503623,1.3893379748195542,70.98614375885307,59.31634063721094,128.27029698417542,2.357913528757359,5.435082342397012,E
16.062481459350064,0.4952105650866272,3.277645782957497,35.106025274750024,68.14629565378227,144.0258885020211,3.572550798638985,9.45455724058653,D
22.02597468682825,0.6639436597087855,0.8297589577749438,76.60049971430206,50.82887463671284,185.38366732092027,2.214697315455203,11.897834490875844,E
75.52332922753727,0.14738256080939988,8.167628415415551,19.383954722485598,90.01942352081925,307.3948482631732,7.285667740022535,17.02708869799519,A
86.13395392759406,0.12287314979022838,9.830214513548633,9.803813942220819,91.35544176868576,587.518945529663,4.860154491250954,13.875476019815558,A
2.4278219792012727,0.8954393693771172,0.2827976871496469,39.69864372656908,53.949063245660014,82.1655016342745,1.2293258476366549,9.862514265110246,E
106.6641961466157,0.04491976897453051,6.213142134565157,27.61964726951878,91.2336868164053,597.4776484054129,8.609065731183907,20.882206845086994,A
