日期,开盘价,最高价,最低价,收盘价,成交量
2023-01-02,99.91868731118791,102.38917216785912,99.26959886779973,100.0,1972498.1216906747
2023-01-03,100.16601245580566,102.87056134526635,99.67736491143742,101.0652882879666,3979002.9265196887
2023-01-04,100.47717992234034,103.30069472123799,98.33151769050833,100.62430326389429,1672946.3164339676
2023-01-05,97.03259206889305,98.28972730483879,96.49274241573417,97.09274113908783,1759738.9746440803
2023-01-06,97.17813382590482,98.0990711054544,94.30201857051082,96.35228770583794,2842848.6853931015
2023-01-09,98.26866980050306,99.84426995107144,97.92998764268408,97.99216315089214,2145119.448447764
2023-01-10,97.14123316737846,98.72949422300553,96.2830558393616,97.5085421577117,1989851.9249325856
2023-01-11,97.17549349291384,97.54680699766509,94.86560472570962,97.12631209981652,3580950.5782133266
2023-01-12,98.2999062391833,99.43883173152682,98.15284179982497,99.16050977701096,3603886.980874178
2023-01-13,98.78120595910073,97.90527259666766,96.20137277735128,97.856330093908,4298068.279199718
2023-01-16,94.712083835085,97.46690190534821,94.39385322812683,94.97790819081774,2670834.2678919034
2023-01-17,94.72604093886137,95.44029783017066,92.65846790466198,94.76799026474387,1292340.364104601
2023-01-18,93.67671950866367,94.54476010023195,93.8012904612114,93.94863697604428,2094665.5396858307
2023-01-19,92.57942086281646,94.27953039186852,89.88348791534747,92.24271331884776,4920021.852787267
2023-01-20,92.31024323143018,92.89505488350447,91.46460652174915,92.01169810393075,3385034.3009308083
2023-01-23,93.41416891936215,94.4256821297042,90.57368326120066,93.0136108075673,3838948.339204081
2023-01-24,92.65770796471351,93.54321761615833,92.1048741933797,93.08937600627866,1029431.3185016582
2023-01-25,93.41073203883462,96.45584560162874,91.72369133384764,93.75637714683523,3072822.9287300836
2023-01-26,96.5870462624502,99.80261637725648,96.38445451772726,97.31643051302757,1150114.6301272125
2023-01-27,97.0489640290749,99.25515733605125,94.11870241795562,96.74805827271179,3276920.848365792
2023-01-30,96.48914918702515,98.57390667479478,97.01551228101694,97.3854908398315,4683083.398544301
2023-01-31,96.68368866431808,98.70209646531667,95.97838226174272,96.4951711905455,4873676.522001632
2023-02-01,95.67265202977765,95.38036784055157,93.5657495899132,94.97044835101993,3162210.701555697
2023-02-02,94.69430597780335,93.9841505426278,93.72888761917471,93.959855335528,2832819.2210088638
2023-02-03,93.06262784005894,93.213397117413,92.60986703499002,93.15757821654745,4780068.3769939765
2023-02-06,93.8471792853883,95.57649905807148,91.26436736212321,93.92362618889914,3694439.3279867806
2023-02-07,97.70638107708905,99.88633064283403,95.6533895794272,98.54009098097194,1259597.1181536377
2023-02-08,97.56824611451134,98.74725005275958,96.13857510462563,97.2361554234141,2862902.3106699903
2023-02-09,97.14597463637638,96.54738988759078,93.85215127063121,96.52577832446528,1960980.0738572157
2023-02-10,96.00762943790667,97.72413090575826,94.92317271787405,96.50044746769184,2879217.2857947266
2023-02-13,97.2114399889459,99.46212481844408,96.57678854519692,97.36469029467052,2821862.288025447
2023-02-14,98.6411548044631,99.27840079445879,95.91261285251862,97.97718432139132,3328579.211258968
2023-02-15,101.38555871202733,102.83701345979755,98.6375004720078,100.6265917651129,2427081.9613970052
2023-02-16,95.46303227438341,96.62668653279324,93.10852788592344,95.95590019803588,1657081.7978237122
2023-02-17,91.66686907989676,93.80813579090072,90.84610452701804,91.57424972157536,3014877.7383598248
2023-02-20,90.20306668015836,92.3634637071567,88.93135183244327,90.76126086763287,4320811.537383048
2023-02-21,92.12849264273954,93.45514076517408,92.72300649755526,92.8679466767953,3656048.912270409
2023-02-22,90.83588215294066,90.73490396612993,89.7879149552874,90.09508343544206,2353471.4637008635
2023-02-23,85.4646329721628,86.52025693434503,84.91029873920145,84.92028122428512,4742092.091035429
2023-02-24,86.42904235566415,88.12266948915126,83.40381143126952,85.98187657900267,4648830.284996729
2023-02-27,85.70781729321149,87.56675517911684,84.4067266290588,86.48834639165288,1837393.597536395
2023-02-28,85.28994475752717,85.36401623265034,82.70837290026344,84.70761582709493,1157670.340481452
2023-03-01,83.03438790416934,85.29983785232352,81.86608590444327,83.13740499924046,3965234.833403049
2023-03-02,81.36480192141704,83.26089484245323,80.88731967940491,81.62208268698139,4310441.045396613
2023-03-03,81.9606823181297,82.98530698462251,81.51298206352918,81.88456838287831,4871458.263805421
2023-03-06,80.28459268862585,82.13096983202337,80.2548605956769,80.94616040791935,4559345.576353243
2023-03-07,82.25180446023656,82.33320767909079,80.90877595415361,81.83176764436986,3402139.0728256595
2023-03-08,77.49553613104605,78.8228130139756,75.61255390374619,77.3679794243952,3120209.3568495233
2023-03-09,75.65231411109934,76.94883568664265,74.89698334193734,76.1295089516117,1111364.205050345
2023-03-10,74.04403612056623,76.73414847677854,74.33542796437705,74.50862391609738,1986625.7873791112
2023-03-13,73.73318810121575,75.27068837184223,74.16164077346646,74.20177430707895,2838459.0069317054
2023-03-14,72.82997916865625,74.55211853626061,73.25543329451011,73.48101747468706,3514015.6003342713
2023-03-15,74.8688871139074,76.00636310529245,73.81725884095891,74.73765011810633,3229007.3332736427
2023-03-16,72.5721433765271,74.06392140600403,70.06350931707541,72.08148731958529,3970543.9587267623
2023-03-17,71.52236355983986,73.95431746353391,70.83829972267591,72.21928221288518,2119067.7235481637
2023-03-20,72.44393646806846,74.09269483577648,71.34483753829848,73.10332163798651,3259810.430609893
2023-03-21,76.05532998759126,77.58224365591659,74.8822377538993,75.94479950613135,1352568.9735631687
2023-03-22,75.77292352796051,76.61597737247243,74.47490044677666,75.29181532513523,2654662.094332828
2023-03-23,75.59494128952414,76.97830195368091,75.6111150086206,75.85780544011581,4000643.331818404
2023-03-24,73.02275512618192,73.66562293351113,71.31836896445617,73.2430491257004,3773603.413716176
2023-03-27,70.02618913838592,70.86426931145482,68.2494259059918,69.89151308856924,4962570.948688716
2023-03-28,70.8322032436241,71.67823986095281,70.79464836829588,71.153514171493,2111564.5039510243
2023-03-29,70.54251452299529,73.17134655833094,70.12233662518022,71.21678310937203,2992757.1966959164
