均值,标准差,最大值,最小值,峰峰值,均方根,偏度,峰度,波形指数,峰值指数,状态
0.007894106297927856,1.4245880854028465,2.1017802077670464,-2.238006162407571,4.339786370174617,1.4246099571412487,-0.02329682093482253,1.5038931804116566,1.1085665954619575,1.570960634545515,不平衡
0.04623859022567043,1.0669078223819022,1.8861246824071833,-1.6486029238449165,3.5347276062521,1.067909316695828,4.860511884108937e-05,1.6033936126107318,1.1203706650509004,1.7661843124155352,磨损
0.06567882976554264,1.4330768803449867,2.3408980602558542,-2.4492009129075725,4.790098973163427,1.434581142235841,0.0023921303761256806,1.5725556783201404,1.1176340260080946,1.7072585444136592,不平衡
-0.10001330405659797,1.7264830220914138,2.8098278139434916,-2.772628482681578,5.58245629662507,1.7293774274455587,0.09386618750329916,1.6879717543577015,1.1311818713501198,1.6247626279772693,轴承故障
-0.00028363304282186643,0.6974688601789936,1.3670244013228592,-1.1721381431706692,2.5391625444935286,0.6974689178501703,0.0008808714489377936,1.7603572677313946,1.1416547467692564,1.9599789555360865,正常
-0.029296259122263267,1.435556705632078,2.1613755205581744,-2.151044710773928,4.312420231332102,1.4358556076025835,-0.00925600214803664,1.479326903769298,1.1039432965800617,1.5052875156551757,不平衡
-0.10937890088041045,1.8186750002468168,2.6664296019743503,-3.0861787263717044,5.752608328346055,1.82196116876309,-0.043922575762597275,1.5804407154150575,1.1188752933828878,1.6938773334546369,轴承故障
-0.010789480305916694,0.7351834364300209,1.3264993035639896,-1.2706509045040488,2.5971502080680384,0.7352626048469529,0.0010026755166670195,1.7618812431109623,1.1547501948073797,1.8041163723533753,正常
0.020794698062068538,1.7599062796995766,2.581947822789628,-2.7531165328814944,5.335064355671122,1.7600291283934755,-0.06348340967736146,1.5924942870980703,1.1165495791802922,1.5642448686278663,轴承故障
0.07313229342855307,1.810485380410223,3.04484279498633,-2.8258420072647246,5.870684802251055,1.8119618221754203,-0.018001611357713436,1.6411668938756745,1.1294985934074928,1.6804122236762615,轴承故障
0.06743805922865224,1.1331010688306613,2.0967093789293205,-1.738740431732779,3.8354498106621,1.135106128966677,0.058302761600049366,1.7115116428074777,1.1399301666507118,1.8471483196494642,磨损
0.06031181835439403,1.433024488637766,2.3754106816232157,-2.045359949068381,4.420770630691597,1.4342931013111455,0.013870547767234393,1.5342802532501645,1.1100600622552619,1.656154295998594,不平衡
-0.07718146204877012,1.7346122965005166,2.6324064313777837,-2.670588444534308,5.302994875912091,1.7363285395496963,0.08100940068212681,1.5910836302489013,1.1211140482836586,1.5380663184129302,轴承故障
-0.030402681075529518,1.8789085825382095,3.1281378698627886,-3.1540931871940354,6.2822310570568245,1.8791545398269736,0.03273603244703244,1.683306770868088,1.129945874874174,1.6784639688636824,轴承故障
0.014288285712699158,1.7484829106437403,2.890798073011897,-2.6145292587564284,5.505327331768326,1.748541290310816,0.04677306563628452,1.6315371891607473,1.1439208859940078,1.6532626875129215,轴承故障
-0.05664132312060605,1.0987329526928502,1.6031647685499772,-1.7032766664204488,3.3064414349704263,1.1001919563503462,0.016951667948231976,1.5635182269465713,1.107823514942192,1.548163169558058,磨损
0.08758474230591233,1.7920274428167249,2.668404649657951,-2.70899809687276,5.377402746530711,1.7941665036704493,-0.0347094282372791,1.5213206497362122,1.1103250552022204,1.5098922486735695,轴承故障
0.025299713606304612,1.4408428871675263,2.022656541922537,-2.1208495985155933,4.143506140438131,1.4410649884754727,-0.029458429658690763,1.5055754310237168,1.1175581033813613,1.4717237704956694,不平衡
-0.004545847187154557,1.4704935210401509,2.2559441791272903,-2.3035938705911447,4.5595380497184355,1.4705005474829682,0.01908034280081222,1.5249358218444862,1.0985421463827525,1.5665372409262377,不平衡
0.01219987158947053,1.0807349926938647,1.902292208092066,-1.7055773913644354,3.6078695994565013,1.0808038495952017,0.04768956258320044,1.748837446746925,1.137847248616214,1.7600716435535761,磨损
-0.010879610143676055,1.130597886979915,1.672367332496919,-1.8222200995971234,3.4945874320940424,1.130650232370881,0.01857925468717401,1.5916520231584663,1.1236869503177591,1.6116567681721619,磨损
0.006096204784810644,1.079309498131756,1.8379863996242916,-1.9367329560076114,3.7747193556319028,1.0793267144244143,-0.08118858420726799,1.6124595672998863,1.1216485449152231,1.7943899006159572,磨损
0.03190027178122854,1.7777176473774094,2.893159090162431,-2.8200117449877475,5.713170835150178,1.778003841710357,0.032198618149774545,1.601270732979322,1.1183653087074443,1.6271950724339421,轴承故障
0.03043406340661817,1.4481407560979846,2.2817743515223983,-2.5280876827554906,4.809862034277889,1.4484605212733555,-0.06797803753192695,1.5883740364148755,1.109981134628233,1.745361813767964,不平衡
0.003938210754197064,0.6956097251967179,1.1791994573513827,-1.2131715023109146,2.3923709596622973,0.6956208732436067,-0.04801752001225868,1.7575868934229972,1.1559458498961714,1.7440125056622047,正常
0.06396048191436778,1.4326043465846783,2.2989361507189874,-2.1083290576202964,4.407265208339284,1.4340314351854464,-0.009068411123462922,1.5307586758970404,1.114362344834411,1.6031281422093653,不平衡
