temperature,setpoint,ambient,heater_action,reward,next_temperature,next_setpoint,next_ambient
65.0,80.0,22.0,1.0,-9.284816175971297,70.9151838240287,80.0,22.049994791829423
70.9151838240287,80.0,22.049994791829423,0.6963332569058394,-5.865457834738028,74.27380881664314,80.0,22.099958338541356
74.27380881664314,80.0,22.099958338541356,0.5116503467307127,-4.591825494704854,75.51050457464129,80.0,22.149859414545485
75.51050457464129,80.0,22.149859414545485,0.3315341220944231,-5.093485481060167,74.97282134335872,80.0,22.199666833293655
74.97282134335872,80.0,22.199666833293655,0.4213630848162397,-4.902667919911907,75.18160469705134,80.0,22.249349466770454
75.18160469705134,80.0,22.249349466770454,0.42296158224720604,-4.642748459577586,75.44184385687186,80.0,22.2988762649472
75.44184385687186,80.0,22.2988762649472,0.3868529185393816,-4.714631620573258,75.36273896313462,80.0,22.34821627518719
75.36273896313462,80.0,22.34821627518719,0.38120462518929377,-5.439579705784461,74.6366612192534,80.0,22.397338661590123
74.6366612192534,80.0,22.397338661590123,0.4315757347820449,-5.3612728834133065,74.7250422635431,80.0,22.44621272426349
74.7250422635431,80.0,22.44621272426349,0.38360139018735123,-5.1383294157325565,74.93839086230491,80.0,22.494807918509046
74.93839086230491,80.0,22.494807918509046,0.456798591242178,-4.37302719075573,75.7183325274927,80.0,22.543093873912227
75.7183325274927,80.0,22.543093873912227,0.3501898003062598,-4.58460765532467,75.48543030473658,80.0,22.59104041332268
75.48543030473658,80.0,22.59104041332268,0.36152717103912824,-4.985038563293605,75.08726687091422,80.0,22.638617571714
75.08726687091422,80.0,22.638617571714,0.3602145092130029,-5.315003072830656,74.75703982901194,80.0,22.6857956149109
74.75703982901194,80.0,22.6857956149109,0.42124839153177696,-5.5066244497040975,74.57762522860226,80.0,22.732545058172096
74.57762522860226,80.0,22.732545058172096,0.43225406835732144,-5.267626972747624,74.81882384092384,80.0,22.7788366846173
74.81882384092384,80.0,22.7788366846173,0.4684209277254319,-4.478317763905451,75.61536642163964,80.0,22.82464156348685
75.61536642163964,80.0,22.82464156348685,0.35111404944157315,-4.9279838558949445,75.14223895399337,80.0,22.86993106822246
75.14223895399337,80.0,22.86993106822246,0.38994725502365635,-5.136015250001298,74.94197420100343,80.0,22.91467689435791
74.94197420100343,80.0,22.91467689435791,0.3721692479980768,-5.462610197480402,74.61182365211921,80.0,22.958851077208408
74.61182365211921,80.0,22.958851077208408,0.40867116013088756,-5.720157103703527,74.36157712832265,80.0,23.002426009347595
74.36157712832265,80.0,23.002426009347595,0.46641048417061404,-5.0313350243208745,75.06194707251325,80.0,23.045374457861318
75.06194707251325,80.0,23.045374457861318,0.3414430088578978,-5.605185691936677,74.4631029098349,80.0,23.087669581367287
