温度,压力,振动,转速,功率,电流,电压,噪声,状态
61.42348145370016,100.44579929830955,0.5613517972730416,1488.9373188207114,74.50705933857869,8.133460048639384,217.7847798943576,53.470579920427355,正常
71.53873044701851,92.29938911287968,0.4457862893823818,1471.3401369137937,70.94772926460786,13.491671063263361,209.0051384846178,53.39842200884789,过热
65.4833914840487,96.72623326395937,1.518699404885737,1489.4839955404261,70.26387601186747,10.72320600003235,212.97745919830976,69.72201086996827,振动异常
63.75253435595555,95.02918827468706,1.7312250628856363,1407.287488500473,76.79221341251797,13.18267823864039,214.71202508755317,89.9396960332908,振动异常
64.89549203017926,87.54696661180877,0.6108182816737516,1491.4907688737535,74.46348927997886,11.995667489783964,221.24654297820865,52.811192590577775,正常
75.66516687328134,90.22297752886443,0.5381935452231553,1511.2342362875943,74.86797121520536,9.535595737690612,221.67529014542058,54.44246274342176,正常
54.380521378450965,103.0415828080477,0.5918316606002313,1449.2089090510801,71.86641387705018,10.343787881549886,213.98399572305428,51.68899051440889,正常
62.19909479901515,108.39207380669511,0.21037446218063105,1472.4407141835734,73.33090255121995,9.001939372685587,225.45490212592983,57.566666977062134,正常
65.15493094937621,118.92205975267537,1.624747988836603,1459.6120691427855,59.54173544697174,13.006719084917034,216.00177428567744,70.07085233560845,振动异常
76.79397853087778,105.51197901881085,0.632615859240744,1393.4465196524875,77.31714713150878,13.055141875180963,218.30399129710239,67.88989261819779,过热
66.40495933867517,105.68767974562793,0.4740957854179297,1423.7171842714952,72.63080326464542,9.402489805308358,223.7839433999349,49.14669440788413,正常
70.85219366415205,88.37670955620428,1.6798732623736068,1402.9426266539388,70.33477723849278,9.199428141004399,218.8037502834814,83.15138592071919,振动异常
66.6737452187777,94.67954504871685,1.9053047257461002,1348.4527786382412,69.25119971099063,10.043463720530022,220.50080944689867,74.80481146211075,振动异常
58.77130610644006,102.66929684229558,0.4318015752002201,1506.8267665541368,78.35670038225233,8.63682599540719,220.29011367404198,54.36337309029655,正常
63.630968594181105,94.33285903437559,1.3315986010673382,1384.1903625763227,59.74028299860534,9.146679382102107,222.09994706909654,73.67935547997563,振动异常
65.75196893238103,108.64624580443697,0.5940771187988216,1534.655280363157,77.56542710048646,9.24150466529993,218.24039341091745,58.99172471211712,正常
58.42463618855532,86.53191092830885,1.748170832297227,1400.5018524947534,71.54408476416152,11.164095976879077,223.02292691798831,87.65693401042854,振动异常
74.57928270938152,101.92405197700322,1.3383717487961713,1503.3648267461217,68.98585006636479,9.839957731156808,219.81176540103058,85.54557653787221,振动异常
78.47026204366428,98.04305122802936,0.863271664307229,1483.1889493827525,86.09445472020454,10.970581296367373,223.17212314225492,68.65479488188107,过热
76.80777127290897,107.86955854301709,0.8943084760836412,1461.4946437716453,74.9490338834807,12.969009280671827,213.22770721933009,68.91314913158259,过热
71.26034496723086,98.45204929249113,1.3506114459546474,1600.0720398347426,68.0321216057834,11.530096083653069,211.11704293392972,75.67275510600157,振动异常
90.64863131052105,108.30851304615578,0.6570638646019137,1472.7491871235675,75.71331778813892,13.411772799629954,206.67845024147283,67.5943559022006,过热
64.24107452482208,98.07739681473493,0.6030283454031842,1429.0817133533485,70.95198240039177,10.783390509282595,222.34633794904263,54.83023453330031,正常
87.06380784976945,121.29166364900945,0.4427249069290627,1353.3059584538303,73.24562010840376,10.38498130879348,231.60052031478833,63.48217837367042,过热
56.18479922318633,91.52629182488839,0.4469003044998182,1422.2052176898187,87.94781821009308,10.15519068385898,216.5472947384187,53.382631890553064,正常
94.09851633891783,101.43326865820129,0.7554558598446787,1472.778378903158,72.43367379230574,10.81121482932718,205.4464847912617,62.65434572894795,过热
60.36534764210958,95.41070394495812,0.5771698710648345,1493.0772008008114,74.32845629264726,10.436738551733509,214.12202697187575,55.95235978375052,正常
100.78033741431847,117.59233239786799,0.8015760369389456,1326.0950172246207,57.678420778825966,13.259495796646783,214.935094387106,64.24941524373097,过热
79.32783233895607,114.58385819842043,0.8451523046223509,1413.5064095533144,69.40335669846966,11.105056412082405,221.33487448310453,60.027857391001035,过热
70.89720060360644,91.3515476767339,0.3407006266468331,1381.853378222908,76.75724103770791,9.91656203020964,219.8428041481261,50.39487925740292,正常
78.81872443783341,111.82069490062631,0.6440294107556723,1452.0828249251538,55.77365021038335,12.74109587846328,214.07820613958242,63.274176472751016,过热
60.51372814257084,92.17301777907974,0.5421920754235284,1411.5780317218573,77.48349611618261,9.928400748141932,228.42507139354254,54.887288065061554,正常
67.78093164312656,101.38689438032709,0.8357389433620952,1339.3723849911553,82.0720480402354,13.739071564950784,208.23876833259072,72.35517345408552,过热
77.98239699286084,85.57461164690314,1.566984273976611,1340.324629881952,66.96288575914568,12.502740394347969,217.31316576920682,84.86724861082135,振动异常
89.25604959057554,108.22974503617668,0.6950865972465898,1529.5259265457048,70.23454496618126,11.054962530699159,220.5237814889721,72.03467372945876,过热
59.645537509694435,105.06225492885028,0.4033023856870787,1607.8654106632753,67.476398129845,9.819608318237592,219.73439673491228,57.197476308339404,正常
76.10511398419403,112.61496493530038,1.553974310863925,1427.3460171163974,67.62168694646734,9.526784042652732,222.9213943898359,68.95239434646464,振动异常
57.923146289747926,107.40942038025312,0.5368673308872901,1466.5954773178476,76.7531504963678,10.376409526097516,222.85306498609765,54.863463264096275,正常
63.77305941998565,85.03366463179316,0.49598420493556566,1477.8358874404246,75.61602403392243,9.765980140893019,224.29225558328332,49.53819009835445,正常
65.68596421413291,104.71950228141941,0.900333327941625,1360.6434476104414,69.87473516094155,8.999883911852963,209.13432555848334,65.64415496637587,振动异常
83.30666414455058,111.64927162301741,0.8529550621955959,1440.2725614712085,72.4788089043524,12.278532870628108,210.37663378533833,60.24968251266937,过热
