清晰度,对比度,亮度,色彩饱和度,噪点,伪影,边缘锐度,动态范围,质量等级
53.531638723842626,66.90768564200512,66.65690814026186,33.859897219706795,13.701339211095732,5.890771229413852,51.24120566287475,6.264179634245648,一般
90.5017176468953,87.11841869083882,134.23805052627995,83.65959065964952,0.8242389668800929,0.6397033478206404,86.69879020392673,8.080068060790364,优秀
57.64085586863586,57.83118962323003,88.77053664134782,36.95298519758212,17.22423492138031,8.485190650288372,56.238742506030924,5.75605556043234,一般
91.82752505094867,96.58035561849645,128.97156831693474,87.36075059333555,0.8347492202281626,0.3647242871532125,87.06631014910414,7.923354063188482,优秀
74.68431358099359,61.70590884118201,139.62360907234168,58.568935117359224,5.42179274995504,2.541221023837826,81.55509296975666,8.490158251940349,良好
35.14971024775039,20.621169952605662,76.06998271611124,17.51604550908469,44.56705983842326,23.98960812908714,46.024437770063436,2.327083482580284,差
95.60959568732515,88.04095075244165,124.0733174437824,80.31426615656008,2.4503115359657266,1.2729974746838448,96.9356016679897,7.720358431244814,优秀
29.268433289751304,35.082937458315904,99.25027655377568,29.69001511711894,26.498158924312307,11.491736536370755,12.919636624548463,-0.08783750656457023,差
100.10480767278732,102.12461662114559,119.87713117525847,79.25606602706078,0.7397679548749385,1.3873830161208214,85.28066197598581,9.081043639402967,优秀
62.21225116601891,74.72314391184668,108.0849206947679,73.44001576938584,-0.05397900096428909,4.637507800432151,74.57058808393349,9.44177989139796,良好
92.72761540398933,80.28662121621672,113.27143223180833,78.04672682200601,2.6757654252584278,0.260776004149581,95.0886700667112,7.758264462076097,优秀
62.332275177744776,40.44245589056489,86.76236012066163,80.75725843060351,15.43211030798486,8.033021330305763,48.062019671431166,5.2804081043777025,一般
43.65930827803359,36.37663198248137,58.9259953246401,37.88731115881441,10.47854440023839,5.1763834197400564,43.962473976975815,8.335441758585512,一般
47.69363306363579,48.334036912319405,50.255878703664145,62.813137197523275,17.773447211606104,9.221122800099147,34.37176559437374,4.428031536674959,一般
64.13423632967515,75.66588096612188,114.97142649679772,82.75102004200076,4.246620901560789,0.3524380664205031,79.96268914143651,6.431765213183495,良好
48.45617462978555,1.6937215254403064,160.761156321709,10.2130016978495,17.415652824215478,13.904944113862982,37.96690634542985,3.319654559594838,差
84.13721171117535,87.60905647871611,111.9083982886979,61.47291855168834,1.1913974208149054,1.1094742041137227,89.35970306101812,10.431406995527098,优秀
93.21372563962082,87.49337609700365,139.51248187448752,81.75144137623434,2.4685351292915545,1.1135957228746887,85.90002632059954,8.663080596073765,优秀
35.88466710782912,36.44216904092822,214.76882535981557,16.49836349859585,21.250835896423435,6.842203520871239,22.056538533993447,1.2365342570252214,差
83.98352831175208,80.84351108610106,86.55200209240051,64.6940060465256,6.258981965159223,3.7476365837356598,74.84588194940108,5.499866339021536,良好
57.71593935872859,25.555455182608455,84.96533431385514,55.63876988996138,12.977223754517496,9.535093481964065,64.52102094424932,5.3823146138653195,一般
30.61723738293238,41.575870621582965,78.95468532668205,21.00394955005063,19.78255691946036,13.186049368427291,34.26139582034434,1.2276121062223806,差
36.49977965816349,56.38117482751495,132.76974043740546,-0.9695174408813116,27.46314109941709,22.219879631001433,43.22157173419813,2.8963949126928803,差
93.79977428538675,73.34553792986189,134.01129526465064,103.02414671381626,-0.19859173706792443,0.5953775863251043,95.42794759482197,9.723243118815535,优秀
44.03843849583552,45.5908945752771,69.95362115352903,33.725953710144154,23.258002806735465,18.68075303816897,48.821944284219384,2.9603834020646835,差
55.221020686170434,13.88157503201976,138.99085674838645,46.771842787153474,12.538400386768998,5.143433904125548,49.0321461896957,5.800519033565703,一般
40.150963034875986,45.63332368666374,73.97121546914333,23.06698662635925,27.742183414184847,20.74149083845266,18.72135205435515,2.4888326804275374,差
88.13964075371028,73.41410278280499,148.56496978761533,69.83917516153416,0.5626721133038357,0.8917220256300142,103.56384920627158,8.51810108293828,优秀
15.651808006579397,36.129442542063245,18.42950803659069,18.719327914983452,37.77451410448616,28.948951699234726,47.75259091545448,3.143096399534096,差
14.722659958910642,31.3481712039378,78.86379417549401,13.666066786465944,32.80609589342566,20.89065361868625,35.73334444194576,4.964740055825993,差
52.10840647279692,42.632318550552874,105.76837855389823,54.76432496967116,14.782726487703007,11.364305126049642,57.54601937431869,-1.0991976868186857,一般
72.87894726392058,52.51084205003647,101.67787664528404,41.527858293340785,4.7372246397205515,3.4198649322288985,87.11138911093909,3.342667787584168,良好
101.25455225539096,82.31486817946237,126.43655096735817,87.93531763291897,0.38037601596417026,1.3995172776400544,81.37208122467644,9.64134606755834,优秀
73.37876539819281,48.87026834038484,125.23724658546736,57.72084582952945,6.827986490015754,2.731772124512859,78.25280154977992,9.075825533043066,良好
