时间,温度,振动,功率,转速,故障概率
2023-01-01 00:00:00,49.628938995307074,0.4753438374210266,99.80555688252383,1484.5238448664045,0.0
2023-01-01 00:01:00,48.78379274055668,0.5319965274961707,101.63209107670852,1507.8943548234881,0.001
2023-01-01 00:02:00,50.672719387166076,0.5462991153013536,100.75621157899798,1508.9611574070148,0.002
2023-01-01 00:03:00,53.52343424776076,0.6296898560522282,100.83646123712285,1490.7689485545827,0.003
2023-01-01 00:04:00,51.55018301400282,0.6215905197010151,100.79334072705406,1526.0278050853026,0.004
2023-01-01 00:05:00,53.84113505941176,0.7909682309340611,103.2666290973908,1516.2612119078049,0.005
2023-01-01 00:06:00,55.91641437856362,0.676318181012958,103.3009643943592,1491.3531030789777,0.006
2023-01-01 00:07:00,54.3757824818947,0.5826778127784451,101.52805132052164,1519.8212527830283,0.007000000000000001
2023-01-01 00:08:00,60.40791668372332,0.6688080687412952,99.03571404826818,1520.7611572137248,0.008
2023-01-01 00:09:00,54.78009445856187,0.6787932442420359,102.38708461946239,1528.0804205303577,0.009
2023-01-01 00:10:00,58.37391567294272,0.6559209784594296,101.11424728084174,1508.5817493571064,0.01
2023-01-01 00:11:00,61.845535841597005,0.6879450242595504,101.83103653543913,1523.853939686255,0.011
2023-01-01 00:12:00,57.04163203517031,0.6466086721192286,102.74922142460903,1513.65461127227,0.012
2023-01-01 00:13:00,59.75722430636262,0.6873146542547398,101.0909699751871,1510.7481043132882,0.013000000000000001
2023-01-01 00:14:00,60.42093631901723,0.5653567834432347,100.19505672077196,1507.7403729056314,0.014000000000000002
2023-01-01 00:15:00,58.61145909599496,0.7072079235895958,104.19448030606631,1497.2185679402633,0.015
2023-01-01 00:16:00,60.03025340501896,0.5602943121107036,103.8493831892366,1521.2946779326696,0.016
2023-01-01 00:17:00,61.159364929057965,0.6161485580915933,103.94791164957452,1512.5824611895246,0.017
2023-01-01 00:18:00,58.84628376631576,0.5845861353158939,105.15661814906257,1487.2199521781972,0.018
2023-01-01 00:19:00,60.94911380468678,0.6309815210046311,102.96927709520091,1514.2744611514086,0.019
2023-01-01 00:20:00,59.74571591860837,0.6042354040847897,105.0950738810864,1523.8989765902845,0.02
2023-01-01 00:21:00,57.239369541442606,0.6274768816544666,107.23487670408728,1497.8604852961398,0.021
2023-01-01 00:22:00,60.016356989019044,0.6761074310358866,104.16831540646947,1502.23690569043,0.022
2023-01-01 00:23:00,55.554431836222335,0.6689785823465207,108.58166965442189,1512.0418292213362,0.023
2023-01-01 00:24:00,57.94963913373516,0.6467097154575626,104.97527143571638,1480.166942743976,0.024
2023-01-01 00:25:00,53.92896860342786,0.6863728479534893,103.24987064772776,1498.4131870013432,0.025
2023-01-01 00:26:00,53.82521971307453,0.7836858933930402,106.72010605352578,1505.100796266241,0.026000000000000002
2023-01-01 00:27:00,53.169881364195184,0.7514333895048865,104.84832064468334,1493.8191594149298,0.027000000000000003
2023-01-01 00:28:00,53.176283089950324,0.7246494389780591,107.21771046603806,1484.1781489554387,0.028000000000000004
2023-01-01 00:29:00,46.65338829210958,0.8331020477877306,105.96484025114927,1482.3396825144137,0.029000000000000005
2023-01-01 00:30:00,51.36603110297972,0.819565516040972,104.49434206177199,1476.3788646847456,0.03
2023-01-01 00:31:00,49.21475692103865,0.7826524265184226,108.19017755645767,1483.8290767290302,0.031
2023-01-01 00:32:00,48.97236341437559,0.851637549798491,104.13386706820306,1498.408385676255,0.032
2023-01-01 00:33:00,48.40980670349473,0.8151656570550987,100.7722037152801,1509.188567144203,0.033
2023-01-01 00:34:00,47.23025124522453,0.8000634773511364,106.82189734537774,1483.7270944329148,0.034
2023-01-01 00:35:00,41.510278295481896,0.8891505258176656,105.70449312093423,1488.9324857715255,0.035
2023-01-01 00:36:00,42.540126279499226,0.961234705063539,107.50272095694221,1469.8360742122302,0.036
2023-01-01 00:37:00,44.52932580506354,0.9757276332609367,103.08955441576964,1456.450868839179,0.037
2023-01-01 00:38:00,43.53794413847685,0.9088734052805741,104.26342397338942,1494.1531942608467,0.038
2023-01-01 00:39:00,40.91572268521789,0.8661675552665803,103.92994907327693,1468.1186727020226,0.039
2023-01-01 00:40:00,43.41502436227538,1.06014066409448,106.39765116942203,1479.8665748500723,0.04
2023-01-01 00:41:00,40.966695085316836,0.9890791385057514,105.70005319975166,1473.0637026983366,0.04100000000000001
2023-01-01 00:42:00,42.89088754481217,1.0565641241250598,104.68468572330902,1480.4247789624542,0.042
2023-01-01 00:43:00,43.28356661555343,1.0456032191493652,104.5432192152624,1479.2280245890836,0.043
2023-01-01 00:44:00,41.27138514944362,0.9975266524604258,101.6337818030395,1471.8868186559798,0.044
2023-01-01 00:45:00,41.78610496366511,0.9529571790845895,105.29789817970617,1472.6278120936238,0.045
2023-01-01 00:46:00,39.527860883452746,0.9193262902084521,105.1538950787747,1480.7354079123702,0.046
2023-01-01 00:47:00,42.70794373828191,0.9652561618549218,107.96381630448666,1464.5901192223905,0.047
2023-01-01 00:48:00,41.64568357641047,0.9132285814789658,104.12049621025285,1484.5350192887242,0.048
2023-01-01 00:49:00,41.010123345885624,0.8862045543242364,104.23311254737149,1462.4005283730987,0.049
2023-01-01 00:50:00,39.65210929572031,0.8085022254071129,103.7052022553246,1470.9452912363458,0.05
2023-01-01 00:51:00,41.70394731804233,0.9107390829496544,101.13154296410016,1477.3614586912465,0.051
2023-01-01 00:52:00,41.129600655546575,0.9753813548379792,104.79248607500071,1455.8461706041455,0.052000000000000005
2023-01-01 00:53:00,45.62667341429014,0.9935136394579253,101.94534739147878,1487.1858682307536,0.053
2023-01-01 00:54:00,47.373007296253,0.9475582838987282,101.42916726674133,1479.5033032994004,0.054000000000000006
2023-01-01 00:55:00,47.657538397859746,0.9189619420912198,101.29946817412382,1509.2597189430153,0.055
2023-01-01 00:56:00,51.74467406179735,1.0308227102282006,101.18767123742288,1498.6721922427869,0.05600000000000001
2023-01-01 00:57:00,46.84401621325657,1.0104532023884156,100.09435414786705,1479.4606488024638,0.057
2023-01-01 00:58:00,49.98402778158951,1.0210425689560896,101.24311954271367,1499.1976332084055,0.05800000000000001
2023-01-01 00:59:00,47.477005438157775,0.9964130849449336,100.36346281150098,1491.6327939881894,0.059
2023-01-01 01:00:00,50.50549871929538,1.2051880738472895,99.93658121594639,1487.3110716851345,0.06
2023-01-01 01:01:00,49.00558621496677,1.1677110915348026,101.02297012847828,1470.2469446730554,0.061
2023-01-01 01:02:00,54.14550554278716,1.2029860897362048,99.93893505936947,1474.422882406653,0.062
2023-01-01 01:03:00,53.32418661792107,1.1456380620488418,98.42455578237819,1490.4740424033287,0.063
2023-01-01 01:04:00,50.91820238103416,1.2183019659221643,97.75336037175947,1487.1810865936163,0.064
2023-01-01 01:05:00,54.604963114129866,1.232527847080469,99.22770810811713,1496.0018922479703,0.065
2023-01-01 01:06:00,60.454081178139724,1.2942103821804936,97.29165135005142,1508.9794033552125,0.066
2023-01-01 01:07:00,58.517165838090385,1.3374381123440677,96.90593674817279,1505.282194185554,0.067
2023-01-01 01:08:00,59.98963358068544,1.2077414096689791,96.6973633084778,1490.9000356804288,0.068
2023-01-01 01:09:00,59.376260502349,1.23137177173036,98.58501696625774,1508.1799188325567,0.069
2023-01-01 01:10:00,59.34713619465391,1.3188894328973393,100.23708494200987,1490.6800348672837,0.07
2023-01-01 01:11:00,60.231612604045104,1.2589130145756169,98.32732612137865,1489.0985066330077,0.071
2023-01-01 01:12:00,61.08143061139911,1.319522231122986,99.1947171633924,1504.8375010029233,0.072
2023-01-01 01:13:00,58.68317111613602,1.2520206970884797,97.07899420651516,1493.1679260918518,0.073
2023-01-01 01:14:00,62.58134298515984,1.1983524375480261,97.30879736959848,1494.9719800797122,0.074
2023-01-01 01:15:00,63.36865498397496,1.1620325255608186,100.14545743176457,1511.1897206407548,0.075
2023-01-01 01:16:00,60.692040159794075,1.2634152269201855,98.32168584782704,1507.4667748174422,0.076
2023-01-01 01:17:00,59.890395148104886,1.2547588628697912,98.37332365553284,1496.5948952068427,0.077
2023-01-01 01:18:00,59.19674716366193,1.2697322618843137,95.81650576745893,1483.2701406387243,0.078
2023-01-01 01:19:00,63.83888778355087,1.2320791977677834,96.1911116069679,1491.1692860521823,0.079
2023-01-01 01:20:00,58.95571235945728,1.0255256935585968,96.88120189547759,1516.741288177341,0.08
2023-01-01 01:21:00,60.61179857217856,1.24006605376283,94.73716385456429,1505.5957440374932,0.081
2023-01-01 01:22:00,58.282300863808636,1.147674937237745,91.11591458970453,1508.5988060197508,0.08200000000000002
2023-01-01 01:23:00,57.449045952152716,1.1371619105551884,96.5400318107717,1495.192859576196,0.083
2023-01-01 01:24:00,55.608353122513286,1.1454866174244098,97.58745039462408,1487.2452224711274,0.084
2023-01-01 01:25:00,54.33440100781197,1.1593880609894627,95.70577437614502,1497.8019256737189,0.085
2023-01-01 01:26:00,56.837207951251116,1.2996344225480427,94.34744711470489,1499.4531231474691,0.086
2023-01-01 01:27:00,52.40932498368934,1.2746622627250506,94.83516600613876,1479.6329209345433,0.087
2023-01-01 01:28:00,54.32415538736177,1.2633710711302915,91.41084444200105,1475.0261857865748,0.088
2023-01-01 01:29:00,52.56145247963952,1.3703629587033446,94.78540035150232,1464.6279728685704,0.08900000000000001
2023-01-01 01:30:00,52.85527706895848,1.3447033387710021,93.2198303858494,1470.1157499405613,0.09
2023-01-01 01:31:00,49.09980754614236,1.4798447152757117,94.06256908209218,1481.8486194980842,0.091
2023-01-01 01:32:00,51.46117142486261,1.533184632999265,93.15602397585776,1466.8791573381952,0.092
2023-01-01 01:33:00,48.02244889206985,1.4778984134402817,92.96460342814726,1479.8869606222095,0.09300000000000001
2023-01-01 01:34:00,52.52602301186112,1.5831782018731628,93.57103714681408,1488.0370167665153,0.094
2023-01-01 01:35:00,43.19664733007031,1.6053820784110644,96.91100814077285,1466.498205546248,0.095
2023-01-01 01:36:00,50.42001695322908,1.5593360388151627,94.70513796060476,1464.081597345054,0.096
2023-01-01 01:37:00,44.510961940299154,1.6561248628670675,93.60124741512426,1467.8535031440344,0.09700000000000002
2023-01-01 01:38:00,44.48415594866378,1.5483690892844515,97.43030085457596,1454.8930787844022,0.098
2023-01-01 01:39:00,42.18625119303223,1.487342893674937,96.29791159468196,1452.5964540974855,0.099
2023-01-01 01:40:00,39.701983376108835,1.5088836364222638,91.44254190106955,1451.504415022008,0.1
2023-01-01 01:41:00,41.32275187953324,1.5509302498130786,98.30289584478442,1445.0233154928005,0.10100000000000002
2023-01-01 01:42:00,41.28806086730356,1.6054936277157557,96.60906181239817,1464.4767381817271,0.102
2023-01-01 01:43:00,42.129127418123424,1.512932520921266,98.17001805086326,1449.7212484479248,0.103
